Simulated Image Name,Input x_cen,Input y_cen,Input Flux of Binary,Input Separation,Input Positional Angle,Input Contrast
simulated_im_10_index_0,379.7937924210736,14.525399325448456,150338.8362337489,3.052832720016842,221.63992370073123,6.411222442241822
simulated_im_10_index_0,379.62330742744115,44.56793550985696,200099.33101003617,1.4855259067014859,120.35155891906966,1.1886296394008693
simulated_im_10_index_0,379.8300216776415,75.26669769297278,155498.31551128154,2.418616961524596,62.45569002461805,3.5754402027864636
simulated_im_10_index_0,379.98020086118925,105.40721358211302,150613.1061767008,3.333656119561506,5.516648266012316,5.853725374015763
simulated_im_10_index_0,379.53331772042225,135.13200077107197,156673.53239765094,3.433041483995914,324.79767553810143,3.3675263915015017
simulated_im_10_index_0,380.36923974791557,164.7121961167608,155540.03105090605,2.596737631009299,20.848942624386876,3.567336424418488
simulated_im_10_index_0,379.5332374874407,194.54555287068032,184578.5849846746,0.7411575099293971,179.0266983378565,1.5905130195816897
simulated_im_10_index_0,380.1291802306681,224.54327287045547,166919.0965526396,1.0583426568837129,295.8903383208291,2.3643056465575567
simulated_im_10_index_0,379.64874683446584,254.809988067073,246914.06840434336,0.696674401915246,349.25975558490865,0.47297294895985104
simulated_im_10_index_0,379.74939436313383,285.1836231680105,150147.86496579237,4.504787530202343,38.0876748190454,7.0949549100729845
simulated_im_10_index_0,379.60723398507196,315.10267832995027,167510.8582167631,3.0760595185869164,39.72010880894508,2.327130876615073
simulated_im_10_index_0,380.4714724448624,344.89073235688574,150240.540771367,0.4071460030610763,265.72056731219214,6.709917577397935
simulated_im_10_index_0,380.3806436007877,375.1532225886154,173429.78003910347,3.054049131560457,169.43800653269503,2.012069374907115
simulated_im_10_index_0,380.076444403107,405.2995190378667,151156.89776720112,1.9266380241459018,287.64289931535626,5.21782588300908
simulated_im_10_index_0,380.26010480156083,435.23493835089846,159070.40323310992,1.5875606262196769,127.51473607920923,3.037325686857155
simulated_im_10_index_0,380.01572639903094,465.15378186635655,153101.87689381526,3.3549558874404943,248.81295415321568,4.186479699882822
simulated_im_10_index_0,380.4575297612709,494.8015422007254,174171.2024284564,1.7451291572965029,282.4686766277304,1.9783432737984792
simulated_im_10_index_0,379.5599430014291,524.8671841083163,184030.1703202351,4.205513741370385,308.5742073967399,1.6078354778643624
simulated_im_10_index_0,379.7724208079848,554.8282391214834,154248.63468633464,2.7207539525862847,162.31370367466246,3.851391554071583
simulated_im_10_index_0,380.4725991647112,584.6904577627301,204529.00741919366,1.8538537330581428,190.63644497966686,1.0967632984197255
simulated_im_10_index_0,380.3854088565361,614.5483304378799,150281.82591106842,2.8040782090279617,333.25723706713916,6.574336874501912
simulated_im_10_index_0,379.5364393001712,644.9971132412657,152324.12991832287,1.5135075079955163,344.29778396230927,4.491916861403494
simulated_im_10_index_0,380.34525172238847,675.3862099549701,197015.7597445566,3.7724867239550215,277.96985314824104,1.2575016577194444
simulated_im_10_index_0,380.1302002233033,705.474096866276,150980.2389089523,0.8771981904466036,217.91944253027188,5.386647498920394
simulated_im_10_index_0,379.9758100349639,735.0993174587478,193555.54428360704,0.556537516214427,263.06105659017095,1.3403737247335321
simulated_im_10_index_0,380.0448612339032,764.9003250799823,150125.73922034702,0.5914247152506147,136.4541669032598,7.2113080416795645
simulated_im_10_index_0,380.31624364700195,795.1885677322127,155522.62036262217,3.3026857307457242,0.9204756529567737,3.5707113226880915
simulated_im_10_index_0,380.4833359724863,824.6590825424918,153357.3905935984,1.379701773391191,74.89664735537899,4.102357918029723
simulated_im_10_index_0,380.40545840225735,854.5786590001168,242216.34144476964,1.7190519190286553,308.0128627680635,0.5268804518520916
simulated_im_10_index_0,380.350302720257,885.3056821556008,159392.84722390588,2.7278626854411074,75.90279459299948,2.999683934469178
simulated_im_10_index_0,379.6825489219184,915.4740060540788,234794.4832969869,2.778229982346402,53.69227851378311,0.6179092416223076
simulated_im_10_index_0,380.14119903202,945.3373408544168,170816.94885901263,0.9151379073919824,110.00835732604969,2.1400421723035272
simulated_im_10_index_0,380.3499439562169,974.8302333748304,154182.2027878489,2.1953561456263655,90.6421438907389,3.8682233582144776
simulated_im_10_index_0,380.4681911484954,1005.2319183774472,152066.5412517517,1.4141376011946623,54.725783753583556,4.6155156290715755
simulated_im_10_index_0,409.71158663015314,14.58052193694827,150532.80055391265,2.264453345956654,81.86312793324038,5.989541580777248
simulated_im_10_index_0,409.7861155232694,44.93949452997342,150128.4923603011,0.8753440266239304,188.58917292653032,7.196132360089853
simulated_im_10_index_0,410.04755420390956,74.62634393406206,150670.45797879598,0.8452054915983054,120.60748270621895,5.766177546313743
simulated_im_10_index_0,410.34292626381813,105.10444769852913,150267.08445233124,4.73900219317354,269.2153124276607,6.620828609112456
simulated_im_10_index_0,409.61462675110045,134.9496329176947,150732.06799246263,0.6136795278775564,56.48505647532795,5.679384783474171
simulated_im_10_index_0,410.31743448761523,165.18055572238882,159003.5467638043,4.3838946071422775,250.4922324073571,3.04529649342824
simulated_im_10_index_0,409.5971872647364,195.33331653254226,181811.64532222072,3.3860306390916897,133.534807093127,1.6808753448056686
simulated_im_10_index_0,409.80228391083125,224.92863246071906,150392.64984336065,2.4916870537595766,4.1475211681439506,6.276921387913245
simulated_im_10_index_0,410.2924428525892,255.2934545026687,293535.48879882303,1.5786563387782226,33.0864338887945,0.046795835151018345
simulated_im_10_index_0,409.9299982470026,284.67069854217755,150181.4634894392,1.2054308746637061,83.99093993807074,6.939142368532861
simulated_im_10_index_0,410.47960160478294,315.3224209933053,151820.77173792286,3.2196450957772313,180.8284453453804,4.748205369518165
simulated_im_10_index_0,410.1418752732139,345.1801537280523,150253.2763548008,0.896451407799046,274.31449703011884,6.666259917005314
simulated_im_10_index_0,410.20663856736326,374.8824739586381,156641.6457150521,0.9551272648660353,250.42873144185393,3.372672561095357
simulated_im_10_index_0,409.5046945610229,404.8227800003548,175718.48920757993,2.7758419776390904,157.13873353345923,1.9111635409295742
simulated_im_10_index_0,409.511218268969,435.15778160549115,150088.20922085777,3.1492636216627483,117.59318941469016,7.442608382285253
simulated_im_10_index_0,409.850005498682,464.5929644258844,150478.18161507318,4.939588303850375,235.07363028260718,6.092689765240342
simulated_im_10_index_0,410.4069684616646,494.6404592710043,150595.53635844658,0.8639993452049449,349.7265311795618,5.882022341279634
simulated_im_10_index_0,410.25961155688924,525.1042291273656,210802.9626734006,1.7356791829937386,209.18484135307364,0.9786637808337079
simulated_im_10_index_0,409.82116526573697,555.0627189048975,220546.5081166054,2.8565901847873345,125.66699298411949,0.8174589366386296
simulated_im_10_index_0,410.33584417840154,585.194201843414,150127.6364526563,4.085444772720887,267.1914122613386,7.200827558206738
simulated_im_10_index_0,409.5853668457236,614.5878971816454,259383.8857132974,0.47570184825900697,239.06069601841673,0.34164580570122804
simulated_im_10_index_0,410.31782711144785,645.1382374772493,172260.06241780953,1.2040364943893922,270.04316106225747,2.0675043657770953
simulated_im_10_index_0,409.65507206341823,674.539148528287,157466.78078152632,2.912844834989391,69.44890278542914,3.2467779208420717
simulated_im_10_index_0,410.42424215647287,704.7716313266392,181205.4853023204,2.5254315372253107,267.011766699272,1.7017171092429169
simulated_im_10_index_0,409.66981493368843,735.2077684405878,152873.8355713429,4.038989493685126,276.6427851475643,4.267490365149552
simulated_im_10_index_0,410.25367371268743,765.3295913625384,180071.4089876109,3.385142451966654,273.56570182096726,1.741818561497574
simulated_im_10_index_0,410.45511896505917,795.1598935177577,150764.38155968618,4.435711846637878,52.902806630157315,5.6364936306511435
simulated_im_10_index_0,409.7432761425081,825.4849446185935,150123.61884331092,0.1647180019816935,335.1431077267172,7.223142172251485
simulated_im_10_index_0,409.5112834890297,854.620474533811,155296.93000438882,0.6552361818832181,29.727913590626574,3.6154359916929777
simulated_im_10_index_0,409.8595605597656,885.1378047995753,210068.3180834279,2.7078734695284923,246.79832629401255,0.9918467151373443
simulated_im_10_index_0,410.20673815073843,915.4478008533946,151370.78252893616,2.7517135859926967,303.17730655610734,5.043332263475956
simulated_im_10_index_0,410.44626576925845,944.6396982987114,158112.88025596048,0.16481632726439988,288.28168806084665,3.1574755397098304
simulated_im_10_index_0,409.778319684111,974.5768231473897,170745.4980532487,1.9946745053923876,204.33521632174705,2.14376268903721
simulated_im_10_index_0,410.0124283128132,1004.7241530851524,152168.5015653064,3.9299996142145304,37.875523258062245,4.564897074039974
simulated_im_10_index_0,440.18943857643706,14.583304776483269,150792.38447314705,4.263276082824198,218.48866541344137,5.600647109612828
simulated_im_10_index_0,439.8053761142585,45.4815422122731,153522.34879846385,1.6075752489942423,350.2198937289566,4.051318629098946
simulated_im_10_index_0,439.7440725079968,74.91218327370966,150245.05872055344,1.2954765533197805,154.47164596149452,6.69422832980857
simulated_im_10_index_0,439.7806828932764,105.36057591650382,150549.20919438294,1.9861892961014775,216.7743106964612,5.960375483117316
simulated_im_10_index_0,440.1982628336411,135.35874971566292,173380.79596079836,0.7487759539776662,326.7209600527791,2.014334911549768
simulated_im_10_index_0,440.2900327409334,165.31986031444654,202556.97212900722,3.474480869604858,169.70200678644724,1.136704312585575
simulated_im_10_index_0,440.4816588588082,195.05597519043997,152737.35167855027,2.6992709752472526,7.8039986913295145,4.3190347076609665
simulated_im_10_index_0,439.5545936351509,224.91439334985816,280825.21229351265,0.06263570705730193,239.723573708742,0.14741413275158716
simulated_im_10_index_0,439.58174113438304,254.8355956964945,167137.09943348964,1.1634902670627667,54.08703298885403,2.35046207319744
simulated_im_10_index_0,439.82829795430234,285.1434216171544,188032.08058125543,2.45735233757505,30.479830675322283,1.487354650093919
simulated_im_10_index_0,440.05542139631234,315.49571171451487,157785.58548238373,3.977425999631991,5.55188026792087,3.2017954099229073
simulated_im_10_index_0,440.4441302041827,344.6761850066011,244594.37427946398,1.4084918661928991,205.7057884150909,0.49925756219986067
simulated_im_10_index_0,440.26226884332794,375.1634485927297,159531.0440551582,2.2983376058801013,222.7686594030694,2.9839421173316225
simulated_im_10_index_0,439.84435425789815,404.7398124728524,191188.69836738904,3.9423335587388584,246.6898889155584,1.400937264690817
simulated_im_10_index_0,439.9576965911998,434.8309630328042,206369.69428370762,4.151612839480924,210.8199808098162,1.060763444429714
simulated_im_10_index_0,440.34242132462856,464.8369918557926,152883.01637725765,0.315385390048033,340.14776960145065,4.264109436832182
simulated_im_10_index_0,440.28252271648,495.3548105853178,193497.42746470246,0.9167687956541393,159.82987232625763,1.3418210832993431
simulated_im_10_index_0,439.70181545307923,525.4886027882403,159990.5693628265,4.58884299866418,324.32084314090037,2.9331811480347607
simulated_im_10_index_0,440.4528256936617,554.6301804140867,155211.03948458415,2.0496898257014866,210.74142301772113,3.632952746065891
simulated_im_10_index_0,440.0901922736971,584.8287194123748,150159.50995051308,1.3204328227049285,254.46635691917237,7.03838402710407
simulated_im_10_index_0,440.2340590062934,614.6807533261939,275516.31346184143,3.9494157610920286,132.32654331602475,0.1923678063928476
simulated_im_10_index_0,440.36919912471495,644.8079203672204,150124.83452959778,3.8554841555921247,143.67506788301094,7.216341483315919
simulated_im_10_index_0,439.52964918235733,675.2777652810415,150176.91539830572,3.734104621248373,315.5724000278936,6.9589704667720484
simulated_im_10_index_0,440.4938060197552,705.079849020209,150306.20881295024,2.974754438295069,184.12678947673288,6.501555877095185
simulated_im_10_index_0,440.43653147787586,734.8754238296932,170086.88529785597,0.5745539901768493,284.0799862922602,2.178671384333976
simulated_im_10_index_0,439.5983979652494,764.5025086767422,159894.02477289207,3.820608274395066,77.43194283983073,2.9436506976758543
simulated_im_10_index_0,440.49430439539645,795.3008835035769,152349.35021195127,3.340228688358557,268.70400390338546,4.480538633669694
simulated_im_10_index_0,439.901209694598,824.6611633178089,155829.52044381833,1.5285213945480647,306.29154932521806,3.512706475382696
simulated_im_10_index_0,440.2779184277953,855.4284939331874,210603.29714924586,2.6523630041198314,283.52001527622036,0.982230896520484
simulated_im_10_index_0,439.55392579721956,885.4020132318194,152049.70998100267,4.93538419638592,236.03482687157663,4.624103290812306
simulated_im_10_index_0,439.6914295883717,914.7720634638299,212485.69153636243,4.604620118971921,219.22931862487542,0.94905773791089
