Simulated Image Name,Input x_cen,Input y_cen,Input Flux of Binary,Input Separation,Input Positional Angle,Input Contrast
simulated_im_10_index_0,380.433223630319,15.098251500106509,188196.54093220507,1.56756724963883,80.54373469864235,1.4826783448949221
simulated_im_10_index_0,380.2977079993752,45.145776292213235,157586.87334314638,3.33349856608244,102.3654760921672,3.229613653406812
simulated_im_10_index_0,379.7319110068457,75.4931898090166,238712.5640121011,1.9810027564321215,90.87249438339198,0.5689048826706418
simulated_im_10_index_0,379.7019722821279,104.54090227221756,199937.3443720005,3.862539311306107,347.71166982153477,1.192140943883629
simulated_im_10_index_0,379.83020617777964,135.1758735642834,195258.79214203695,1.2562775134184894,260.8183331907311,1.2987903722956708
simulated_im_10_index_0,380.30558165468085,164.52189603399495,201540.14065372752,2.4990090298753422,58.036197056978324,1.1578877225554627
simulated_im_10_index_0,380.0837408752687,194.63851041609811,183964.4161792756,2.4208082688368258,255.74311863712265,1.6099310939671374
simulated_im_10_index_0,379.902123366245,225.32743611536668,185198.10780107282,3.0347045140156097,300.5662858470364,1.5712713010292416
simulated_im_10_index_0,380.3968666440753,254.7297771845261,195475.7702984845,2.1036166548854416,162.86517686432532,1.2936055942772158
simulated_im_10_index_0,379.9506354074864,284.9975477687116,266419.42724391207,4.624801359284377,206.786076365336,0.2740074067050689
simulated_im_10_index_0,379.5551168288046,314.75042099439304,159646.45873303214,3.544253130816006,305.27381416404904,2.9709680583885785
simulated_im_10_index_0,379.793290361016,345.24068468827846,192593.65550444336,3.154752796164498,61.87962937246377,1.364580789824244
simulated_im_10_index_0,380.2336614989158,375.4324151778599,218507.881007441,3.5058741705670156,63.48700013097784,0.849264443005356
simulated_im_10_index_0,379.87563742189116,405.4666811080819,164105.01912492773,2.0633889646883663,5.606493596275088,2.5609240082780795
simulated_im_10_index_0,379.81918336403334,435.4950524176653,184426.22739972358,3.011794939703483,158.8878795905487,1.59529779174102
simulated_im_10_index_0,379.64132731492293,465.3675504391523,156059.24827746258,3.8510644823545874,254.9663590700538,3.4712292472717317
simulated_im_10_index_0,379.88150820831896,495.1693412072598,197652.5568654495,1.9999837635670425,7.345486954680496,1.2429163098829084
simulated_im_10_index_0,379.7340211598362,524.5067709184283,158830.96892010144,3.343948267901436,243.46712457739775,3.0661463128589856
simulated_im_10_index_0,380.37665997428445,555.484257836001,186297.12405359335,4.690872657740737,301.7193551635209,1.5379541741952316
simulated_im_10_index_0,380.26631495636155,584.6378418492396,172226.87480747528,4.581147673321829,67.38280528438868,2.0691192300748766
simulated_im_10_index_0,379.51591849095723,615.1386283503591,229261.9441521284,2.1480055046210818,69.89461525381951,0.6911040517404375
simulated_im_10_index_0,379.9841414420801,645.1398680363964,209292.660246719,1.600498691372168,152.96047580848025,1.0059415554796198
simulated_im_10_index_0,379.96735331105447,674.9969609929809,269419.93717123906,2.9950312064117597,53.485933704565376,0.24639531667990655
simulated_im_10_index_0,380.31573190904084,704.7280138859878,201522.13685457906,4.206059995969666,29.964586526728763,1.1582665403587158
simulated_im_10_index_0,380.1143905970363,734.8435531646638,166380.57621079564,3.483210122135575,163.25380107473458,2.3992788658791464
simulated_im_10_index_0,380.0170682636337,764.7568626161683,166669.9740912606,1.3368446817808017,149.50693663372306,2.380344537922746
simulated_im_10_index_0,380.27116084023623,795.165840449084,233228.41782656714,3.3043877313685432,306.30604516603273,0.6381323225875318
simulated_im_10_index_0,379.7098389031562,824.7445828790237,181680.95244077465,3.15358606029907,311.54200454773905,1.6853352859297503
simulated_im_10_index_0,380.1179863673806,855.0236097774768,288060.1519047199,1.9988170887178796,64.71018686525214,0.08900225264362109
simulated_im_10_index_0,380.0305510150953,885.2751101817195,200167.08458667592,3.7846771635033107,143.49586155299363,1.1871643400383594
simulated_im_10_index_0,380.1955227842866,915.3015737353742,162191.21377550525,1.6205908019965642,320.34407233537735,2.718401162151544
simulated_im_10_index_0,379.8152218845208,945.4357590417053,206121.75714408315,2.502440939254207,174.2373231929501,1.0655435557149284
simulated_im_10_index_0,379.88317854177944,974.8799976598566,164586.84369177473,2.535319489404613,14.978036654174618,2.524631647141591
simulated_im_10_index_0,379.8476635544405,1004.7721810780396,209457.2369153537,4.703349052916553,345.3264900591187,1.0029356249724046
simulated_im_10_index_0,409.6791771526755,15.11657152055702,164040.2823660279,3.449807032829095,207.0803121251228,2.5658939298157453
simulated_im_10_index_0,409.63134872839044,44.53381146889419,246872.79960208543,3.447152635923554,331.75896401523914,0.47343505200785735
simulated_im_10_index_0,410.2195900316547,75.09740304600676,289550.6932409372,2.8477410746537024,207.43383162641592,0.07734898932354184
simulated_im_10_index_0,409.7940447221451,105.17461237178108,177190.7949397583,4.512954264521308,46.03613878869693,1.850881681754356
simulated_im_10_index_0,409.7195918156613,134.998514389709,177915.86781380486,1.5430357931245886,313.15527609326244,1.8223808802941843
simulated_im_10_index_0,409.7447379460451,164.64887242132298,161403.51424547873,4.611149157543496,50.042300706528614,2.7904945302376003
simulated_im_10_index_0,409.6670897188732,194.95579749952466,169362.24777473058,4.903874352037972,244.27900449562472,2.218422629515069
simulated_im_10_index_0,410.44196137596265,225.0815901487684,158428.15761680834,2.7327018552103377,117.43736850406879,3.116428383016258
simulated_im_10_index_0,410.0953306109063,255.46219533464534,162478.0819034909,4.486200560632717,129.28656483601287,2.693291176756844
simulated_im_10_index_0,410.1733781525155,285.21517792497735,158116.2967136852,4.547330987105352,192.61047904613136,3.157022317701318
simulated_im_10_index_0,410.15876017103693,315.10280725546596,193418.61879836596,1.9424334400892835,271.6092925553338,1.343786845030372
simulated_im_10_index_0,409.7869046557737,345.4700445752144,187890.90331082785,2.2182183329946814,118.43980535860338,1.4913850472395611
simulated_im_10_index_0,409.70683761113554,374.82452498474106,205737.42302724495,1.0108291371466038,190.0780913021086,1.072995184389174
simulated_im_10_index_0,409.7344272374137,404.56003547721997,173361.23259745765,1.3652584601195654,107.23651855285462,2.0152410489835577
simulated_im_10_index_0,409.59187472932166,435.1647487512536,191492.7698055987,1.1893631428934626,286.9035985482829,1.3929648396402616
simulated_im_10_index_0,410.1360110181476,464.68246705243985,167859.71684276316,1.7574672028113902,116.1801185340977,2.3057973090126174
simulated_im_10_index_0,409.7800933192574,494.6751846578871,222504.07785386904,2.9237369768478922,184.41504084817228,0.7877706589559581
simulated_im_10_index_0,409.6006739023925,525.1886178922505,185027.27187625263,2.7674681621771793,147.52602571123703,1.57654332131309
simulated_im_10_index_0,409.6801764522844,554.7524675676838,263436.2877609935,1.193465754188413,185.49517524116092,0.3021739153609615
simulated_im_10_index_0,410.07979685520536,585.1094277898617,170772.50740549478,2.426493593779291,282.34207800075745,2.1423547851602316
simulated_im_10_index_0,410.49554094117025,614.8445195430903,168767.04491556357,3.8685011385424035,297.32473268335855,2.2521985429509135
simulated_im_10_index_0,409.9585083049715,644.7543791582857,174239.06604778793,4.2903700125250275,270.8418560358555,1.9753079676864829
simulated_im_10_index_0,410.0009222968748,674.8372644459203,266037.3298356595,1.506722403991122,274.1091408525875,0.27757459199096535
simulated_im_10_index_0,409.89572584035835,704.8551396366335,269286.25238389196,4.606730909296349,184.54066825099923,0.24761071475672586
simulated_im_10_index_0,409.5167186547828,735.1323376645391,254500.9848612515,1.163335758199282,189.33448564684986,0.39119583523174584
simulated_im_10_index_0,409.9042389793408,765.4738963152513,158233.37933487492,4.096028484841025,186.41933697811223,3.1416035617391898
